Area_name,FIPS,VETS
"McPherson, KS",20113,837
"Marion, KS",20115,302
"Marshall, KS",20117,329
"Meade, KS",20119,99
"Miami, KS",20121,1023
"Mitchell, KS",20123,172
"Montgomery, KS",20125,1357
"Morris, KS",20127,244
"Morton, KS",20129,70
"Nemaha, KS",20131,270
"Neosho, KS",20133,513
"Ness, KS",20135,92
"Norton, KS",20137,174
"Osage, KS",20139,699
"Osborne, KS",20141,149
"Ottawa, KS",20143,241
"Pawnee, KS",20145,203
"Phillips, KS",20147,205
"Pottawatomie, KS",20149,732
"Pratt, KS",20151,289
"Rawlins, KS",20153,71
"Reno, KS",20155,2298
"Republic, KS",20157,185
"Rice, KS",20159,344
"Riley, KS",20161,1729
"Rooks, KS",20163,150
"Rush, KS",20165,143
"Russell, KS",20167,255
"Saline, KS",20169,2033
"Scott, KS",20171,138
"Sedgwick, KS",20173,15020
"Seward, KS",20175,495
"Shawnee, KS",20177,7052
"Sheridan, KS",20179,96
"Sherman, KS",20181,206
"Smith, KS",20183,113
"Stafford, KS",20185,128
"Stanton, KS",20187,37
"Stevens, KS",20189,126
"Sumner, KS",20191,994
"Thomas, KS",20193,225
"Trego, KS",20195,80
"Wabaunsee, KS",20197,281
"Wallace, KS",20199,43
"Washington, KS",20201,189
"Wichita, KS",20203,58
"Wilson, KS",20205,396
"Woodson, KS",20207,149
"Wyandotte, KS",20209,4441
KENTUCKY,21000,124057
"Adair, KY",21001,359
"Allen, KY",21003,542
"Anderson, KY",21005,589
"Ballard, KY",21007,308
"Barren, KY",21009,1100
"Bath, KY",21011,259
"Bell, KY",21013,897
"Boone, KY",21015,2739
"Bourbon, KY",21017,693
"Boyd, KY",21019,2053
"Boyle, KY",21021,933
"Bracken, KY",21023,247
"Breathitt, KY",21025,348
"Breckinridge, KY",21027,644
"Bullitt, KY",21029,2089
"Butler, KY",21031,417
"Caldwell, KY",21033,423
"Calloway, KY",21035,849
"Campbell, KY",21037,2483
"Carlisle, KY",21039,176
"Carroll, KY",21041,418
"Carter, KY",21043,653
"Casey, KY",21045,423
"Christian, KY",21047,1935
"Clark, KY",21049,1227
"Clay, KY",21051,495
"Clinton, KY",21053,227
"Crittenden, KY",21055,277
"Cumberland, KY",21057,119
"Daviess, KY",21059,3236
"Edmonson, KY",21061,339
"Elliott, KY",21063,110
"Estill, KY",21065,355
"Fayette, KY",21067,7441
"Fleming, KY",21069,370
"Floyd, KY",21071,868
"Franklin, KY",21073,1783
"Fulton, KY",21075,228
"Gallatin, KY",21077,310
"Garrard, KY",21079,463
"Grant, KY",21081,731
"Graves, KY",21083,1143
"Grayson, KY",21085,828
"Green, KY",21087,393
"Greenup, KY",21089,1323
"Hancock, KY",21091,287
"Hardin, KY",21093,5293
"Harlan, KY",21095,836
"Harrison, KY",21097,495
"Hart, KY",21099,460
"Henderson, KY",21101,1375
"Henry, KY",21103,513
"Hickman, KY",21105,145
"Hopkins, KY",21107,1538
"Jackson, KY",21109,171
"Jefferson, KY",21111,21953
"Jessamine, KY",21113,1147
"Johnson, KY",21115,749
"Kenton, KY",21117,4739
"Knott, KY",21119,332
"Knox, KY",21121,732
"Larue, KY",21123,525
"Laurel, KY",21125,1524
"Lawrence, KY",21127,362
"Lee, KY",21129,199
"Leslie, KY",21131,186
"Letcher, KY",21133,647
"Lewis, KY",21135,299
"Lincoln, KY",21137,674
"Livingston, KY",21139,320
"Logan, KY",21141,728
"Lyon, KY",21143,272
"McCracken, KY",21145,2121
"McCreary, KY",21147,472
"McLean, KY",21149,328
"Madison, KY",21151,1787
"Magoffin, KY",21153,207
"Marion, KY",21155,520
"Marshall, KY",21157,1119
"Martin, KY",21159,314
"Mason, KY",21161,497
"Meade, KY",21163,1128
"Menifee, KY",21165,229
"Mercer, KY",21167,503
"Metcalfe, KY",21169,151
"Monroe, KY",21171,243
"Montgomery, KY",21173,678
"Morgan, KY",21175,330
"Muhlenberg, KY",21177,958
"Nelson, KY",21179,1203
"Nicholas, KY",21181,219
"Ohio, KY",21183,716
"Oldham, KY",21185,1979
"Owen, KY",21187,312
"Owsley, KY",21189,114
"Pendleton, KY",21191,420
"Perry, KY",21193,669
"Pike, KY",21195,1776
"Powell, KY",21197,349
"Pulaski, KY",21199,1925
"Robertson, KY",21201,67
"Rockcastle, KY",21203,418
"Rowan, KY",21205,503
"Russell, KY",21207,434
"Scott, KY",21209,955
"Shelby, KY",21211,1085
"Simpson, KY",21213,512
"Spencer, KY",21215,361
"Taylor, KY",21217,521
"Todd, KY",21219,360
"Trigg, KY",21221,527
"Trimble, KY",21223,246
"Union, KY",21225,557
"Warren, KY",21227,2965
"Washington, KY",21229,218
"Wayne, KY",21231,486
"Webster, KY",21233,437
"Whitley, KY",21235,986
"Wolfe, KY",21237,160
"Woodford, KY",21239,648
LOUISIANA,22000,126242
"Acadia, LA",22001,1352
"Allen, LA",22003,665
"Ascension, LA",22005,2123
"Assumption, LA",22007,532
"Avoyelles, LA",22009,1006
"Beauregard, LA",22011,1485
"Bienville, LA",22013,430
"Bossier, LA",22015,5174
"Caddo, LA",22017,7975
"Calcasieu, LA",22019,5690
"Caldwell, LA",22021,304
"Cameron, LA",22023,207
"Catahoula, LA",22025,239
"Claiborne, LA",22027,466
"Concordia, LA",22029,427
"De Soto, LA",22031,706
"East Baton Rouge, LA",22033,10762
"East Carroll, LA",22035,136
"East Feliciana, LA",22037,646
"Evangeline, LA",22039,785
"Franklin, LA",22041,534
"Grant, LA",22043,731
"Iberia, LA",22045,1860
"Iberville, LA",22047,620
"Jackson, LA",22049,466
"Jefferson, LA",22051,12627
"Jefferson Davis, LA",22053,724
"Lafayette, LA",22055,4827
"Lafourche, LA",22057,1880
"La Salle, LA",22059,410
"Lincoln, LA",22061,875
"Livingston, LA",22063,2807
"Madison, LA",22065,287
"Morehouse, LA",22067,820
"Natchitoches, LA",22069,954
"Orleans, LA",22071,12407
"Ouachita, LA",22073,3903
"Plaquemines, LA",22075,731
"Pointe Coupee, LA",22077,473
"Rapides, LA",22079,4831
"Red River, LA",22081,228
"Richland, LA",22083,458
"Sabine, LA",22085,769
"St. Bernard, LA",22087,1997
"St. Charles, LA",22089,1343
"St. Helena, LA",22091,191
"St. James, LA",22093,456
"St. John the Baptist, LA",22095,1150
"St. Landry, LA",22097,1973
"St. Martin, LA",22099,1025
"St. Mary, LA",22101,1229
"St. Tammany, LA",22103,7294
"Tangipahoa, LA",22105,2763
"Tensas, LA",22107,201
"Terrebonne, LA",22109,2503
"Union, LA",22111,674
"Vermilion, LA",22113,1274
"Vernon, LA",22115,2464
"Washington, LA",22117,1200
"Webster, LA",22119,1428
"West Baton Rouge, LA",22121,530
"West Carroll, LA",22123,251
"West Feliciana, LA",22125,510
"Winn, LA",22127,454
MAINE,23000,51153
"Androscoggin, ME",23001,4113
"Aroostook, ME",23003,3021
"Cumberland, ME",23005,9512
"Franklin, ME",23007,1069
"Hancock, ME",23009,2153
"Kennebec, ME",23011,4661
"Knox, ME",23013,1688
"Lincoln, ME",23015,1571
"Oxford, ME",23017,2154
"Penobscot, ME",23019,5532
"Piscataquis, ME",23021,850
"Sagadahoc, ME",23023,1835
"Somerset, ME",23025,2042
"Waldo, ME",23027,1494
"Washington, ME",23029,1559
"York, ME",23031,7899
MARYLAND,24000,168232
"Allegany, MD",24001,2565
"Anne Arundel, MD",24003,22498
"Baltimore, MD",24005,21038
"Calvert, MD",24009,3226
"Caroline, MD",24011,974
"Carroll, MD",24013,5176
"Cecil, MD",24015,3349
"Charles, MD",24017,5352
"Dorchester, MD",24019,1044
"Frederick, MD",24021,7205
"Garrett, MD",24023,930
"Harford, MD",24025,8590
"Howard, MD",24027,7483
"Kent, MD",24029,663
"Montgomery, MD",24031,19311
"Prince George's, MD",24033,26007
"Queen Anne's, MD",24035,1656
"St. Mary's, MD",24037,4263
"Somerset, MD",24039,803
"Talbot, MD",24041,1332
"Washington, MD",24043,4668
"Wicomico, MD",24045,2797
"Worcester, MD",24047,1629
"Baltimore city, MD",24510,15673
MASSACHUSETTS,25000,158557
"Barnstable, MA",25001,7854
"Berkshire, MA",25003,4035
"Bristol, MA",25005,13712
"Dukes, MA",25007,452
"Essex, MA",25009,18765
"Franklin, MA",25011,2638
"Hampden, MA",25013,13770
"Hampshire, MA",25015,4571
"Middlesex, MA",25017,31508
"Nantucket, MA",25019,315
"Norfolk, MA",25021,15456
"Plymouth, MA",25023,14973
"Suffolk, MA",25025,9667
"Worcester, MA",25027,20841
MICHIGAN,26000,286866
"Alcona, MI",26001,598
"Alger, MI",26003,425
"Allegan, MI",26005,3155
"Alpena, MI",26007,1151
"Antrim, MI",26009,755
"Arenac, MI",26011,606
"Baraga, MI",26013,317
"Barry, MI",26015,2070
"Bay, MI",26017,3985
"Benzie, MI",26019,630
"Berrien, MI",26021,4901
"Branch, MI",26023,1517
"Calhoun, MI",26025,5082
"Cass, MI",26027,1840
"Charlevoix, MI",26029,882
"Cheboygan, MI",26031,894
"Chippewa, MI",26033,1692
"Clare, MI",26035,1113
"Clinton, MI",26037,1954
"Crawford, MI",26039,587
"Delta, MI",26041,1578
"Dickinson, MI",26043,1143
"Eaton, MI",26045,3437
"Emmet, MI",26047,1116
"Genesee, MI",26049,13270
"Gladwin, MI",26051,865
"Gogebic, MI",26053,705
"Grand Traverse, MI",26055,2491
"Gratiot, MI",26057,1317
"Hillsdale, MI",26059,1457
"Houghton, MI",26061,1204
"Huron, MI",26063,891
"Ingham, MI",26065,6533
"Ionia, MI",26067,1889
"Iosco, MI",26069,1445
"Iron, MI",26071,550
"Isabella, MI",26073,1430
"Jackson, MI",26075,4997
"Kalamazoo, MI",26077,6480
"Kalkaska, MI",26079,706
"Kent, MI",26081,14083
"Keweenaw, MI",26083,139
"Lake, MI",26085,435
"Lapeer, MI",26087,3089
"Leelanau, MI",26089,755
"Lenawee, MI",26091,3172
"Livingston, MI",26093,5167
"Luce, MI",26095,244
"Mackinac, MI",26097,430
"Macomb, MI",26099,23108
"Manistee, MI",26101,977
"Marquette, MI",26103,2980
"Mason, MI",26105,1006
"Mecosta, MI",26107,1285
"Menominee, MI",26109,1085
"Midland, MI",26111,2567
"Missaukee, MI",26113,459
"Monroe, MI",26115,4960
"Montcalm, MI",26117,1881
"Montmorency, MI",26119,391
"Muskegon, MI",26121,5356
"Newaygo, MI",26123,1641
"Oakland, MI",26125,30937
"Oceana, MI",26127,945
"Ogemaw, MI",26129,808
"Ontonagon, MI",26131,401
"Osceola, MI",26133,828
"Oscoda, MI",26135,345
"Otsego, MI",26137,717
"Ottawa, MI",26139,5912
"Presque Isle, MI",26141,558
"Roscommon, MI",26143,1004
"Saginaw, MI",26145,5766
"St. Clair, MI",26147,5551
"St. Joseph, MI",26149,1903
"Sanilac, MI",26151,1215
"Schoolcraft, MI",26153,377
"Shiawassee, MI",26155,2476
"Tuscola, MI",26157,1825
"Van Buren, MI",26159,2760
"Washtenaw, MI",26161,7470
"Wayne, MI",26163,51087
"Wexford, MI",26165,1113
MINNESOTA,27000,152621
"Aitkin, MN",27001,585
"Anoka, MN",27003,11067
"Becker, MN",27005,1182
"Beltrami, MN",27007,1299
"Benton, MN",27009,1133
"Big Stone, MN",27011,129
"Blue Earth, MN",27013,1577
"Brown, MN",27015,832
"Carlton, MN",27017,1202
"Carver, MN",27019,1865
"Cass, MN",27021,1168
"Chippewa, MN",27023,362
"Chisago, MN",27025,1417
"Clay, MN",27027,1558
"Clearwater, MN",27029,332
"Cook, MN",27031,200
"Cottonwood, MN",27033,316
"Crow Wing, MN",27035,2016
"Dakota, MN",27037,11509
"Dodge, MN",27039,593
"Douglas, MN",27041,1159
"Faribault, MN",27043,463
"Fillmore, MN",27045,592
"Freeborn, MN",27047,1051
"Goodhue, MN",27049,1411
"Grant, MN",27051,180
"Hennepin, MN",27053,30711
"Houston, MN",27055,685
"Hubbard, MN",27057,883
"Isanti, MN",27059,1186
"Itasca, MN",27061,1921
"Jackson, MN",27063,301
"Kanabec, MN",27065,612
"Kandiyohi, MN",27067,1185
"Kittson, MN",27069,168
"Koochiching, MN",27071,452
"Lac qui Parle, MN",27073,217
"Lake, MN",27075,456
"Lake of the Woods, MN",27077,237
"Le Sueur, MN",27079,759
"Lincoln, MN",27081,199
"Lyon, MN",27083,726
"McLeod, MN",27085,1082
"Mahnomen, MN",27087,183
"Marshall, MN",27089,326
"Martin, MN",27091,685
"Meeker, MN",27093,731
"Mille Lacs, MN",27095,796
"Morrison, MN",27097,1043
"Mower, MN",27099,1228
"Murray, MN",27101,272
"Nicollet, MN",27103,832
"Nobles, MN",27105,618
"Norman, MN",27107,243
"Olmsted, MN",27109,3727
"Otter Tail, MN",27111,1937
"Pennington, MN",27113,463
"Pine, MN",27115,1019
"Pipestone, MN",27117,251
"Polk, MN",27119,986
"Pope, MN",27121,334
"Ramsey, MN",27123,13636
"Red Lake, MN",27125,159
"Redwood, MN",27127,456
"Renville, MN",27129,493
"Rice, MN",27131,1444
"Rock, MN",27133,306
"Roseau, MN",27135,472
"St. Louis, MN",27137,7465
"Scott, MN",27139,2603
"Sherburne, MN",27141,2048
"Sibley, MN",27143,449
"Stearns, MN",27145,3937
"Steele, MN",27147,962
"Stevens, MN",27149,214
"Swift, MN",27151,343
"Todd, MN",27153,844
"Traverse, MN",27155,79
"Wabasha, MN",27157,732
"Wadena, MN",27159,436
"Waseca, MN",27161,672
"Washington, MN",27163,7112
"Watonwan, MN",27165,275
"Wilkin, MN",27167,176
"Winona, MN",27169,1554
"Wright, MN",27171,2805
"Yellow Medicine, MN",27173,297
MISSISSIPPI,28000,77202
"Adams, MS",28001,1082
"Alcorn, MS",28003,890
"Amite, MS",28005,365
"Attala, MS",28007,412
"Benton, MS",28009,188
"Bolivar, MS",28011,637
"Calhoun, MS",28013,309
"Carroll, MS",28015,397
"Chickasaw, MS",28017,308
"Choctaw, MS",28019,308
"Claiborne, MS",28021,164
"Clarke, MS",28023,487
"Clay, MS",28025,452
"Coahoma, MS",28027,462
"Copiah, MS",28029,740
"Covington, MS",28031,366
"DeSoto, MS",28033,3643
"Forrest, MS",28035,1736
"Franklin, MS",28037,188
"George, MS",28039,641
"Greene, MS",28041,310
"Grenada, MS",28043,502
"Hancock, MS",28045,1875
"Harrison, MS",28047,9145
"Hinds, MS",28049,5911
"Holmes, MS",28051,276
"Humphreys, MS",28053,144
"Issaquena, MS",28055,33
"Itawamba, MS",28057,529
"Jackson, MS",28059,6105
"Jasper, MS",28061,413
"Jefferson, MS",28063,77
"Jefferson Davis, MS",28065,282
"Jones, MS",28067,1615
"Kemper, MS",28069,259
"Lafayette, MS",28071,722
"Lamar, MS",28073,1104
"Lauderdale, MS",28075,2195
"Lawrence, MS",28077,320
"Leake, MS",28079,374
"Lee, MS",28081,2015
"Leflore, MS",28083,508
"Lincoln, MS",28085,746
"Lowndes, MS",28087,2189
"Madison, MS",28089,1559
"Marion, MS",28091,707
"Marshall, MS",28093,753
"Monroe, MS",28095,821
"Montgomery, MS",28097,192
"Neshoba, MS",28099,660
"Newton, MS",28101,580
"Noxubee, MS",28103,155
"Oktibbeha, MS",28105,814
"Panola, MS",28107,731
"Pearl River, MS",28109,1784
"Perry, MS",28111,316
"Pike, MS",28113,1004
"Pontotoc, MS",28115,696
"Prentiss, MS",28117,652
"Quitman, MS",28119,142
"Rankin, MS",28121,3823
"Scott, MS",28123,529
"Sharkey, MS",28125,108
"Simpson, MS",28127,618
"Smith, MS",28129,352
"Stone, MS",28131,589
"Sunflower, MS",28133,606
"Tallahatchie, MS",28135,215
"Tate, MS",28137,634
"Tippah, MS",28139,441
"Tishomingo, MS",28141,457
"Tunica, MS",28143,169
"Union, MS",28145,730
"Walthall, MS",28147,254
"Warren, MS",28149,1402
"Washington, MS",28151,1115
"Wayne, MS",28153,566
"Webster, MS",28155,214
"Wilkinson, MS",28157,174
"Winston, MS",28159,340
"Yalobusha, MS",28161,339
"Yazoo, MS",28163,537
MISSOURI,29000,187033
"Adair, MO",29001,614
"Andrew, MO",29003,610
"Atchison, MO",29005,227
"Audrain, MO",29007,780
"Barry, MO",29009,1079
"Barton, MO",29011,341
"Bates, MO",29013,546
"Benton, MO",29015,953
"Bollinger, MO",29017,447
"Boone, MO",29019,3459
"Buchanan, MO",29021,3079
"Butler, MO",29023,1682
"Caldwell, MO",29025,376
"Callaway, MO",29027,1534
"Camden, MO",29029,1675
"Cape Girardeau, MO",29031,2146
"Carroll, MO",29033,348
"Carter, MO",29035,242
"Cass, MO",29037,3287
"Cedar, MO",29039,550
"Chariton, MO",29041,287
"Christian, MO",29043,1944
"Clark, MO",29045,261
"Clay, MO",29047,6762
"Clinton, MO",29049,833
"Cole, MO",29051,2739
"Cooper, MO",29053,500
"Crawford, MO",29055,824
"Dade, MO",29057,317
"Dallas, MO",29059,645
"Daviess, MO",29061,305
"DeKalb, MO",29063,593
"Dent, MO",29065,555
"Douglas, MO",29067,467
"Dunklin, MO",29069,932
"Franklin, MO",29071,3148
"Gasconade, MO",29073,545
"Gentry, MO",29075,206
"Greene, MO",29077,8370
"Grundy, MO",29079,375
"Harrison, MO",29081,279
"Henry, MO",29083,915
"Hickory, MO",29085,429
"Holt, MO",29087,203
"Howard, MO",29089,288
"Howell, MO",29091,1464
"Iron, MO",29093,464
"Jackson, MO",29095,20530
"Jasper, MO",29097,3472
"Jefferson, MO",29099,7444
"Johnson, MO",29101,1917
"Knox, MO",29103,121
"Laclede, MO",29105,1343
"Lafayette, MO",29107,1131
"Lawrence, MO",29109,1095
"Lewis, MO",29111,263
"Lincoln, MO",29113,1314
"Linn, MO",29115,415
"Livingston, MO",29117,450
"McDonald, MO",29119,720
"Macon, MO",29121,534
"Madison, MO",29123,515
"Maries, MO",29125,385
"Marion, MO",29127,1062
"Mercer, MO",29129,129
"Miller, MO",29131,826
"Mississippi, MO",29133,297
"Moniteau, MO",29135,452
"Monroe, MO",29137,329
"Montgomery, MO",29139,404
"Morgan, MO",29141,790
"New Madrid, MO",29143,654
"Newton, MO",29145,1809
"Nodaway, MO",29147,556
"Oregon, MO",29149,476
"Osage, MO",29151,411
"Ozark, MO",29153,410
"Pemiscot, MO",29155,516
"Perry, MO",29157,581
"Pettis, MO",29159,1242
"Phelps, MO",29161,1696
"Pike, MO",29163,614
"Platte, MO",29165,3019
"Polk, MO",29167,926
"Pulaski, MO",29169,2152
"Putnam, MO",29171,129
"Ralls, MO",29173,353
"Randolph, MO",29175,796
"Ray, MO",29177,915
"Reynolds, MO",29179,226
"Ripley, MO",29181,519
"St. Charles, MO",29183,10110
"St. Clair, MO",29185,408
"Ste. Genevieve, MO",29186,701
"St. Francois, MO",29187,2056
"St. Louis, MO",29189,30763
"Saline, MO",29195,643
"Schuyler, MO",29197,108
"Scotland, MO",29199,106
"Scott, MO",29201,1349
"Shannon, MO",29203,314
"Shelby, MO",29205,217
"Stoddard, MO",29207,1052
"Stone, MO",29209,1178
"Sullivan, MO",29211,171
"Taney, MO",29213,1553
"Texas, MO",29215,1102
"Vernon, MO",29217,567
"Warren, MO",29219,804
"Washington, MO",29221,668
"Wayne, MO",29223,585
"Webster, MO",29225,1146
"Worth, MO",29227,54
"Wright, MO",29229,599
"St. Louis city, MO",29510,8216
MONTANA,30000,37121
"Beaverhead, MT",30001,374
"Big Horn, MT",30003,435
"Blaine, MT",30005,166
"Broadwater, MT",30007,196
"Carbon, MT",30009,338
"Carter, MT",30011,41
"Cascade, MT",30013,4235
"Chouteau, MT",30015,172
"Custer, MT",30017,461
"Daniels, MT",30019,66
"Dawson, MT",30021,331
"Deer Lodge, MT",30023,450
"Fallon, MT",30025,83
"Fergus, MT",30027,498
"Flathead, MT",30029,3493
"Gallatin, MT",30031,2125
"Garfield, MT",30033,46
"Glacier, MT",30035,393
"Golden Valley, MT",30037,38
"Granite, MT",30039,128
"Hill, MT",30041,615
"Jefferson, MT",30043,599
"Judith Basin, MT",30045,84
"Lake, MT",30047,1083
"Lewis and Clark, MT",30049,2358
"Liberty, MT",30051,65
"Lincoln, MT",30053,965
"McCone, MT",30055,67
"Madison, MT",30057,315
"Meagher, MT",30059,109
"Mineral, MT",30061,204
"Missoula, MT",30063,3847
"Musselshell, MT",30065,214
"Park, MT",30067,681
"Petroleum, MT",30069,18
"Phillips, MT",30071,126
"Pondera, MT",30073,183
"Powder River, MT",30075,53
"Powell, MT",30077,389
"Prairie, MT",30079,71
"Ravalli, MT",30081,1783
"Richland, MT",30083,312
"Roosevelt, MT",30085,368
"Rosebud, MT",30087,377
"Sanders, MT",30089,604
"Sheridan, MT",30091,147
"Silver Bow, MT",30093,1241
"Stillwater, MT",30095,339
"Sweet Grass, MT",30097,134
"Teton, MT",30099,266
"Toole, MT",30101,193
"Treasure, MT",30103,43
"Valley, MT",30105,363
"Wheatland, MT",30107,71
"Wibaux, MT",30109,33
"Yellowstone, MT",30111,4732
"Yellowstone National Park, MT",30113,0
NEBRASKA,31000,55887
"Adams, NE",31001,962
"Antelope, NE",31003,219
"Arthur, NE",31005,19
"Banner, NE",31007,16
"Blaine, NE",31009,15
"Boone, NE",31011,171
"Box Butte, NE",31013,489
"Boyd, NE",31015,85
"Brown, NE",31017,99
"Buffalo, NE",31019,1127
"Burt, NE",31021,264
"Butler, NE",31023,234
"Cass, NE",31025,1140
"Cedar, NE",31027,299
"Chase, NE",31029,115
"Cherry, NE",31031,161
"Cheyenne, NE",31033,311
"Clay, NE",31035,236
"Colfax, NE",31037,231
"Cuming, NE",31039,257
"Custer, NE",31041,395
"Dakota, NE",31043,557
"Dawes, NE",31045,291
"Dawson, NE",31047,661
"Deuel, NE",31049,82
"Dixon, NE",31051,197
"Dodge, NE",31053,1158
"Douglas, NE",31055,14610
"Dundy, NE",31057,93
"Fillmore, NE",31059,205
"Franklin, NE",31061,118
"Frontier, NE",31063,112
"Furnas, NE",31065,150
"Gage, NE",31067,614
"Garden, NE",31069,71
"Garfield, NE",31071,55
"Gosper, NE",31073,83
"Grant, NE",31075,20
"Greeley, NE",31077,69
"Hall, NE",31079,1731
"Hamilton, NE",31081,291
"Harlan, NE",31083,123
"Hayes, NE",31085,28
"Hitchcock, NE",31087,102
"Holt, NE",31089,325
"Hooker, NE",31091,27
"Howard, NE",31093,210
"Jefferson, NE",31095,223
"Johnson, NE",31097,122
"Kearney, NE",31099,238
"Keith, NE",31101,238
"Keya Paha, NE",31103,27
"Kimball, NE",31105,162
"Knox, NE",31107,298
"Lancaster, NE",31109,7162
"Lincoln, NE",31111,1297
"Logan, NE",31113,40
"Loup, NE",31115,20
"McPherson, NE",31117,17
"Madison, NE",31119,1058
"Merrick, NE",31121,295
"Morrill, NE",31123,176
"Nance, NE",31125,112
"Nemaha, NE",31127,237
"Nuckolls, NE",31129,160
"Otoe, NE",31131,606
"Pawnee, NE",31133,94
"Perkins, NE",31135,90
"Phelps, NE",31137,300
"Pierce, NE",31139,191
"Platte, NE",31141,897
"Polk, NE",31143,160
"Red Willow, NE",31145,341
"Richardson, NE",31147,290
"Rock, NE",31149,51
"Saline, NE",31151,398
"Sarpy, NE",31153,6924
"Saunders, NE",31155,733
"Scotts Bluff, NE",31157,1002
"Seward, NE",31159,454
"Sheridan, NE",31161,220
"Sherman, NE",31163,143
"Sioux, NE",31165,46
"Stanton, NE",31167,208
"Thayer, NE",31169,185
"Thomas, NE",31171,42
"Thurston, NE",31173,136
"Valley, NE",31175,126
"Washington, NE",31177,681
"Wayne, NE",31179,237
"Webster, NE",31181,116
"Wheeler, NE",31183,22
"York, NE",31185,484
NEVADA,32000,82763
"Churchill, NV",32001,1298
"Clark, NV",32003,54134
"Douglas, NV",32005,2051
"Elko, NV",32007,1736
"Esmeralda, NV",32009,61
"Eureka, NV",32011,66
"Humboldt, NV",32013,610
"Lander, NV",32015,283
"Lincoln, NV",32017,171
"Lyon, NV",32019,1649
"Mineral, NV",32021,345
"Nye, NV",32023,1797
"Pershing, NV",32027,351
"Storey, NV",32029,257
"Washoe, NV",32031,15055
"White Pine, NV",32033,529
"Carson City city, NV",32510,2370
NEW HAMPSHIRE,33000,46733
"Belknap, NH",33001,2303
"Carroll, NH",33003,1926
"Cheshire, NH",33005,2764
"Coos, NH",33007,1307
"Grafton, NH",33009,3047
"Hillsborough, NH",33011,13921
"Merrimack, NH",33013,5233
"Rockingham, NH",33015,10508
"Strafford, NH",33017,4340
"Sullivan, NH",33019,1384
NEW JERSEY,34000,188622
"Atlantic, NJ",34001,6793
"Bergen, NJ",34003,16584
"Burlington, NJ",34005,15675
"Camden, NJ",34007,12900
"Cape May, NJ",34009,3232
"Cumberland, NJ",34011,3377
"Essex, NJ",34013,11795
"Gloucester, NJ",34015,8532
"Hudson, NJ",34017,6321
"Hunterdon, NJ",34019,3688
"Mercer, NJ",34021,8146
"Middlesex, NJ",34023,14983
"Monmouth, NJ",34025,16472
"Morris, NJ",34027,11057
"Ocean, NJ",34029,15503
"Passaic, NJ",34031,7546
"Salem, NJ",34033,2317
"Somerset, NJ",34035,6393
"Sussex, NJ",34037,4643
"Union, NJ",34039,9220
"Warren, NJ",34041,3445
NEW MEXICO,35000,66179
"Bernalillo, NM",35001,23285
"Catron, NM",35003,178
"Chaves, NM",35005,1888
"Cibola, NM",35006,904
"Colfax, NM",35007,626
"Curry, NM",35009,1665
"De Baca, NM",35011,52
"Dona Ana, NM",35013,5128
"Eddy, NM",35015,1442
"Grant, NM",35017,1309
"Guadalupe, NM",35019,136
"Harding, NM",35021,33
"Hidalgo, NM",35023,189
"Lea, NM",35025,1394
"Lincoln, NM",35027,1005
"Los Alamos, NM",35028,764
"Luna, NM",35029,752
"McKinley, NM",35031,1458
"Mora, NM",35033,155
"Otero, NM",35035,3618
"Quay, NM",35037,439
"Rio Arriba, NM",35039,1177
"Roosevelt, NM",35041,469
"Sandoval, NM",35043,3641
"San Juan, NM",35045,3244
"San Miguel, NM",35047,854
"Santa Fe, NM",35049,4588
"Sierra, NM",35051,670
"Socorro, NM",35053,744
"Taos, NM",35055,1037
"Torrance, NM",35057,644
"Union, NM",35059,119
"Valencia, NM",35061,2572
NEW YORK,36000,377722
"Albany, NY",36001,8013
"Allegany, NY",36003,1736
"Bronx, NY",36005,13468
"Broome, NY",36007,5728
"Cattaraugus, NY",36009,3106
"Cayuga, NY",36011,2758
"Chautauqua, NY",36013,4727
"Chemung, NY",36015,3381
"Chenango, NY",36017,1706
"Clinton, NY",36019,2677
"Columbia, NY",36021,2038
"Cortland, NY",36023,1545
"Delaware, NY",36025,1588
"Dutchess, NY",36027,8326
"Erie, NY",36029,27623
"Essex, NY",36031,1579
"Franklin, NY",36033,1439
"Fulton, NY",36035,1706
"Genesee, NY",36037,1779
"Greene, NY",36039,1521
"Hamilton, NY",36041,210
"Herkimer, NY",36043,2255
"Jefferson, NY",36045,3560
"Kings, NY",36047,22193
"Lewis, NY",36049,807
"Livingston, NY",36051,1949
"Madison, NY",36053,2223
"Monroe, NY",36055,18618
"Montgomery, NY",36057,1342
"Nassau, NY",36059,26450
"New York, NY",36061,15717
"Niagara, NY",36063,7562
"Oneida, NY",36065,7511
"Onondaga, NY",36067,11800
"Ontario, NY",36069,3560
"Orange, NY",36071,9519
"Orleans, NY",36073,1226
"Oswego, NY",36075,4103
"Otsego, NY",36077,1905
"Putnam, NY",36079,2807
"Queens, NY",36081,23255
"Rensselaer, NY",36083,4752
"Richmond, NY",36085,9740
"Rockland, NY",36087,5348
"St. Lawrence, NY",36089,3524
"Saratoga, NY",36091,6653
"Schenectady, NY",36093,3939
"Schoharie, NY",36095,1068
"Schuyler, NY",36097,733
"Seneca, NY",36099,1030
"Steuben, NY",36101,3555
"Suffolk, NY",36103,36287
"Sullivan, NY",36105,2230
"Tioga, NY",36107,1837
"Tompkins, NY",36109,1836
"Ulster, NY",36111,5007
