Banner Fund,Banner Fund Description,Worktag Type,MyDay ID,MyDay Description,"Related Fund
(expense)","Related Fund Description
(expense)","Related Fund
(revenue)","Related Fund Description
(revenue)","Related
Cost Center","Related
Cost Center Description",Related Program Code,Related Program Code Description
61882,Vera List Charitable Remainder,Gift,GF61880,Vera List Charitable Remainder,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC80200,General Institutional Activity,null, 
61890,Vera List Contribution Account,Gift,GF61890,Vera List Contribution Account,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC80200,General Institutional Activity,null, 
61892,Vera List Contribution Account,Gift,GF61890,Vera List Contribution Account,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61900,Vincent Knoll Endowment,Gift,GF61900,Vincent Knoll Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61902,Vincent Knoll Endowment,Gift,GF61900,Vincent Knoll Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61910,Warburg Library Fund,Gift,GF61910,Warburg Library Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72503,Scherman Library,PG3700,Academic Support
61912,Warburg Library Fund,Gift,GF61910,Warburg Library Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61920,Warren Scholarship,Gift,GF61920,Warren Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61922,Warren Scholarship,Gift,GF61920,Warren Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61930,Werner Marx Trust Endowment,Gift,GF61930,Werner Marx Trust Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30300,Program Admin. LA,PG3008,Instruction
61932,Werner Marx Trust Endowment,Gift,GF61930,Werner Marx Trust Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61940,Werner Marx Visiting Professor: UR,Gift,GF61940,Werner Marx Visiting Professor: UR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30300,Program Admin. LA,null, 
61950,W R Hearst Foundtn Scholarships,Gift,GF61950,W R Hearst Foundtn Scholarships,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40110,Student Scholarship Office MM,PG3700,Academic Support
61952,W R Hearst Foundtn Scholarships,Gift,GF61950,W R Hearst Foundtn Scholarships,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61960,Wolfson Foundtn /CA Scholarship,Gift,GF61960,Wolfson Foundtn /CA Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC88820,Financial Aid,PG3700,Academic Support
61962,Wolfson Foundtn /CA Scholarship,Gift,GF61960,Wolfson Foundtn /CA Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61970,Wolfson Scholarship,Gift,GF61970,Wolfson Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40110,Student Scholarship Office MM,PG3700,Academic Support
61972,Wolfson Scholarship,Gift,GF61970,Wolfson Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61980,Wolfson/JRE Fellowship,Gift,GF61980,Wolfson/JRE Fellowship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC88820,Financial Aid,PG3700,Academic Support
61982,Wolfson/JRE Fellowship,Gift,GF61980,Wolfson/JRE Fellowship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61990,Youngson Film Award,Gift,GF61990,Youngson Film Award,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15230,Department Admin. Comm. & Film NSGS,PG3700,Academic Support
61992,Youngson Film Award,Gift,GF61990,Youngson Film Award,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62000,P Gross Assistance Fund,Gift,GF62000,P Gross Assistance Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
62002,P Gross Assistance Fund,Gift,GF62000,P Gross Assistance Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62010,R M Kaplan Endowment,Gift,GF62010,R M Kaplan Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10001,Dean's Office PS,PG3700,Academic Support
62012,R M Kaplan Endowment,Gift,GF62010,R M Kaplan Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62020,Selma Yontov Schwartz,Gift,GF62020,Selma Yontov Schwartz,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15730,Vera List Center,PG3700,Academic Support
62022,Selma Yontov Schwartz,Gift,GF62020,Selma Yontov Schwartz,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62030,Michael Kalil Endowment,Gift,GF62030,Michael Kalil Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10201,Architectural Design PS BFA,null, 
62032,Michael Kalil Endowment,Gift,GF62030,Michael Kalil Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62040,M & B Smith Scholarship Endow,Gift,GF62040,M & B Smith Scholarship Endow,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,PG3700,Academic Support
62042,M & B Smith Scholarship Endow,Gift,GF62040,M & B Smith Scholarship Endow,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62050,Heckscher Scholarship Fund,Gift,GF62050,Heckscher Scholarship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62052,Heckscher Scholarship Fund,Gift,GF62050,Heckscher Scholarship Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62060,The Bob Hope Scholarship,Gift,GF62060,The Bob Hope Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,null, 
62062,The Bob Hope Scholarship,Gift,GF62060,The Bob Hope Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62070,W & A Levitas Scholarship,Gift,GF62070,W & A Levitas Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3802,Student Services
62072,W & A Levitas Scholarship,Gift,GF62070,W & A Levitas Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62080,Daisy Shapiro Lectureship,Gift,GF62080,Daisy Shapiro Lectureship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15730,Vera List Center,PG3008,Instruction
62082,Daisy Shapiro Lectureship,Gift,GF62080,Daisy Shapiro Lectureship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
62090,Henry Arnhold Professorship,Gift,GF62090,Henry Arnhold Professorship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30300,Program Admin. LA,PG3008,Instruction
62092,Henry Arnhold Professorship,Gift,GF62090,Henry Arnhold Professorship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
62100,Melanie Kahane Scholarship,Gift,GF62100,Melanie Kahane Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
62102,Melanie Kahane Scholarship,Gift,GF62100,Melanie Kahane Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62110,Cynthia Fanton Scholarship,Gift,GF62110,Cynthia Fanton Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3700,Academic Support
62112,Cynthia Fanton Scholarship,Gift,GF62110,Cynthia Fanton Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62120,Helen & Bob Morgan Jazz,Gift,GF62120,Helen & Bob Morgan Jazz,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,PG3802,Student Services
62122,Helen & Bob Morgan Jazz,Gift,GF62120,Helen & Bob Morgan Jazz,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3802,Student Services
62130,Gilda and Henry Block Jazz,Gift,GF62130,Gilda and Henry Block Jazz,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,PG3802,Student Services
62132,Gilda and Henry Block Jazz,Gift,GF62130,Gilda and Henry Block Jazz,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3802,Student Services
62140,Kenneth Kolker Jazz Scholarship,Gift,GF62140,Kenneth Kolker Jazz Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,PG3802,Student Services
62142,Kenneth Kolker Jazz Scholarship,Gift,GF62140,Kenneth Kolker Jazz Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62200,Stephan Weiss Endowed Lectrshp,Gift,GF62200,Stephan Weiss Endowed Lectrshp,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
62202,Stephan Weiss Endowed Lectrshp,Gift,GF62200,Stephan Weiss Endowed Lectrshp,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62210,NSGS Endowment,Gift,GF62210,NSGS Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15730,Vera List Center,PG3700,Academic Support
62212,NSGS Endowment,Gift,GF62210,NSGS Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62220,J Fidelman Award Fund,Gift,GF62220,J Fidelman Award Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
62222,J Fidelman Award Fund,Gift,GF62220,J Fidelman Award Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
62230,Armani Exchange Scholarship,Gift,GF62230,Armani Exchange Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62232,Armani Exchange Scholarship,Gift,GF62230,Armani Exchange Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62240,Alma Askin Scholarship,Gift,GF62240,Alma Askin Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62242,Alma Askin Scholarship,Gift,GF62240,Alma Askin Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62250,Gallen BFA Fashion Scholarship,Gift,GF62250,Gallen BFA Fashion Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62252,Gallen BFA Fashion Scholarship,Gift,GF62250,Gallen BFA Fashion Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62270,Guna S Mundheim Fellowship,Gift,GF62270,Guna S Mundheim Fellowship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62272,Guna S Mundheim Fellowship,Gift,GF62270,Guna S Mundheim Fellowship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62280,Willy Brandt Professorship NSSR,Gift,GF62280,Willy Brandt Professorship NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30300,Program Admin. LA,null, 
62282,Willy Brandt Professorship NSSR,Gift,GF62280,Willy Brandt Professorship NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC30300,Program Admin. LA,null, 
62290,Pride K Leong Scholarship Fund,Gift,GF62290,Pride K Leong Scholarship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62292,Pride K Leong Scholarship Fund,Gift,GF62290,Pride K Leong Scholarship Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62300,Vera List Human Relation Award,Gift,GF62300,Vera List Human Relation Award,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62302,Vera List Human Relation Award,Gift,GF62300,Vera List Human Relation Award,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62310,M and B Smith Scholarship,Gift,GF62310,M and B Smith Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62312,M and B Smith Scholarship,Gift,GF62310,M and B Smith Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
62320,Schwartz Professorship of Econ,Gift,GF62320,Schwartz Professorship of Econ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30351,Economics LA,PG3008,Instruction
62322,Schwartz Professorship of Econ,Gift,GF62320,Schwartz Professorship of Econ,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC30351,Economics LA,PG3008,Instruction
62330,Excel Scholarship/Fellowship,Gift,GF62330,Excel Scholarship/Fellowship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC88820,Financial Aid,null, 
62332,Excel Scholarship/Fellowship,Gift,GF62330,Excel Scholarship/Fellowship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC88820,Financial Aid,null, 
62340,Bernstein Prize Fellowship,Gift,GF62340,Bernstein Prize Fellowship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62342,Bernstein Prize Fellowship,Gift,GF62340,Bernstein Prize Fellowship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
62350,Starr Foundation-India China,Gift,GF62350,Starr Foundation-India China,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC98002,India China Institute admin.,null, 
62352,Starr Foundation-India China,Gift,GF62350,Starr Foundation-India China,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62360,Starr Fdn Endw Prof China India,Gift,GF62360,Starr Fdn Endw Prof China India,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC98002,India China Institute admin.,null, 
62362,Starr Fdn Endw Prof China India,Gift,GF62360,Starr Fdn Endw Prof China India,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
62370,Jacob and Gwendolyn Lawrence PS,Gift,GF62370,Jacob and Gwendolyn Lawrence PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10632,Lawrence Scholars,PG3008,Instruction
62372,Jacob and Gwendolyn Lawrence PS,Gift,GF62370,Jacob and Gwendolyn Lawrence PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10632,Lawrence Scholars,PG3008,Instruction
62380,Tom Fox Scholarship Endowmen PS,Gift,GF62380,Tom Fox Scholarship Endowmen PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10060,Development PS,PG6005,Institutional Support
62382,Tom Fox Scholarship Endowmen PS,Gift,GF62380,Tom Fox Scholarship Endowmen PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10060,Development PS,null, 
62390,Dean's Endowed Fellowships NSSR,Gift,GF62390,Dean's Endowed Fellowships NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62392,Dean's Endowed Fellowships NSSR,Gift,GF62390,Dean's Endowed Fellowships NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
62400,Daniel Fraad Jr Schlrshp LC,Gift,GF62400,Daniel Fraad Jr Schlrshp LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,null, 
62402,Daniel Fraad Jr Schlrshp LC,Gift,GF62400,Daniel Fraad Jr Schlrshp LC,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25200,Tuition and Scholarship-General; LC,null, 
62410,M and B Smith Merit LC,Gift,GF62410,M and B Smith Merit LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,null, 
62412,M and B Smith Merit LC,Gift,GF62410,M and B Smith Merit LC,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25200,Tuition and Scholarship-General; LC,null, 
62420,Heilbroner Dissert Fellows NSSR:UR,Gift,GF62420,Heilbroner Dissert Fellows NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62422,Heilbroner Dissert Fellows NSSR,Gift,GF62420,Heilbroner Dissert Fellows NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
62430,William Philips Lecture NSSR,Gift,GF62430,William Philips Lecture NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20060,Development NSSR,null, 
62432,William Philips Lecture NSSR,Gift,GF62430,William Philips Lecture NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20060,Development NSSR,null, 
62440,William B Steerman Schol NSSR,Gift,GF62440,William B Steerman Schol NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62442,William B Steerman Schol NSSR,Gift,GF62440,William B Steerman Schol NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
62450,Stephen J Zeiler Endow NSGS,Gift,GF62450,Stephen J Zeiler Endow NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15371,Writing Undergrad.,null, 
62452,Stephen J Zeiler Endow NSGS,Gift,GF62450,Stephen J Zeiler Endow NSGS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC15371,Writing Undergrad.,null, 
62460,Ernestine Bradley End Fellows SR:UR,Gift,GF62460,Ernestine Bradley End Fellows SR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
62462,Ernestine Bradley End Fellows SR:PR,Gift,GF62460,Ernestine Bradley End Fellows SR:PR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
62470,Ruth F Meyers Weinberg Schl PS,Gift,GF62470,Ruth F Meyers Weinberg Schl PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10203,Communication Design PS BFA,null, 
62472,Ruth F Meyers Weinberg Schl PS,Gift,GF62470,Ruth F Meyers Weinberg Schl PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10203,Communication Design PS BFA,null, 
62480,Arnie Lawrence Endowed Schol JZ,Gift,GF62480,Arnie Lawrence Endowed Schol JZ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,null, 
62482,Arnie Lawrence Endowed Schol JZ,Gift,GF62480,Arnie Lawrence Endowed Schol JZ,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC55200,Program Administration - Jazz,null, 
62490,Donna Karan Endowed Prof FD PS,Gift,GF62490,Donna Karan Endowed Prof FD PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10204,Fashion Design PS BFA,null, 
62492,Donna Karan Endowed Prof FD PS,Gift,GF62490,Donna Karan Endowed Prof FD PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10204,Fashion Design PS BFA,null, 
62500,Beulah Lawson Memorial Schol MA,Gift,GF62500,Beulah Lawson Memorial Schol MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62502,Beulah Lawson Memorial Schol MA,Gift,GF62500,Beulah Lawson Memorial Schol MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62510,Berna Osnos Schol Fund JZ,Gift,GF62510,Berna Osnos Schol Fund JZ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,null, 
62512,Berna Osnos Schol Fund JZ,Gift,GF62510,Berna Osnos Schol Fund JZ,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC55200,Program Administration - Jazz,null, 
62520,Eberstadt Prize Fellowship NSSR,Gift,GF62520,Eberstadt Prize Fellowship NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62522,Eberstadt Prize Fellowship NSSR,Gift,GF62520,Eberstadt Prize Fellowship NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62530,Alfred & Cecile Mundheim NSSR,Gift,GF62530,Alfred & Cecile Mundheim NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62532,Alfred & Cecile Mundheim NSSR,Gift,GF62530,Alfred & Cecile Mundheim NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62540,Stanley Heller Award PS,Gift,GF62540,Stanely Heller Award PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62542,Stanely Heller Award PS,Gift,GF62540,Stanely Heller Award PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62550,Norman Hsu Schol Endwmnt LC,Gift,GF62550,Norman Hsu Schol Endwmnt LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,null, 
62552,Norman Hsu Schol Endwmnt LC,Gift,GF62550,Norman Hsu Schol Endwmnt LC,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25200,Tuition and Scholarship-General; LC,null, 
62560,Edward Aldwell Professorship MA,Gift,GF62560,Edward Aldwell Professorship MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62562,Edward Aldwell Professorship MA,Gift,GF62560,Edward Aldwell Professorship MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62570,Ruth and Hal Newman Scholar DR,Gift,GF62570,Ruth and Hal Newman Scholar DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,null, 
62572,Ruth and Hal Newman Scholar DR,Gift,GF62570,Ruth and Hal Newman Scholar DR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC50400,Graduate Program Administration - Drama,null, 
62580,Vidich Dissertation Fellows NSSR:UR,Gift,GF62580,Vidich Dissertation Fellows NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62582,Vidich Dissertation Fellows NSSR:PR,Gift,GF62580,Vidich Dissertation Fellows NSSR:PR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62590,Doug Hughes Directing Schol DR:UR,Gift,GF62590,Doug Hughes Directing Scholar DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,PG3700,Academic Support
62592,Doug Hughes Directing Scholar DR:PR,Gift,GF62590,Doug Hughes Directing Scholar DR:PR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC50400,Graduate Program Administration - Drama,PG3700,Academic Support
62600,ADRI Scholarship PS,Gift,GF62600,ADRI Scholarship PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10221,Scholarship PS BBA,null, 
62602,ADRI Scholarship PS,Gift,GF62600,ADRI Scholarship PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10221,Scholarship PS BBA,null, 
62610,David Gordon Fellows SR,Gift,GF62610,David Gordon Fellows SR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62612,David Gordon Fellows SR,Gift,GF62610,David Gordon Fellows SR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62620,Veitch Fd for Periclean Ent LC,Gift,GF62620,Veitch Fd for Periclean Ent LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25350,Civic Engagement; LC,PG3700,Academic Support
62622,Veitch Fd for Periclean Ent LC,Gift,GF62620,Veitch Fd for Periclean Ent LC,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25350,Civic Engagement; LC,PG3700,Academic Support
62630,Emil Danenberg Scholar MA,Gift,GF62630,Emil Danenberg Scholar MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62632,Emil Danenberg Scholar MA,Gift,GF62630,Emil Danenberg Scholar MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62640,Philip Scaturro Schol MA-UR,Gift,GF62640,Philip Scaturro Schol MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62642,Philip Scaturro Schol MA - PR,Gift,GF62640,Philip Scaturro Schol MA - PR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62650,Herbert & Ethen Obus Memorial Schol,Gift,GF62650,Herbert & Ethel Obus Memorial S-PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10204,Fashion Design PS BFA,null, 
62652,Herbert & Ethel Obus Memorial S-PS,Gift,GF62650,Herbert & Ethel Obus Memorial S-PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10204,Fashion Design PS BFA,null, 
62660,Jacobson/Newcombe Schol Mature_GS,Gift,GF62660,Jacobson/Newcombe Schol Mature_GS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15200,Dean's Office - SUS,null, 
62662,Jacobson/Newcombe Schol Mature_GS,Gift,GF62660,Jacobson/Newcombe Schol Mature_GS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC15200,Dean's Office - SUS,null, 
62670,S Berger & C Wainwright Scholar_PS,Gift,GF62670,S Berger & C Wainwright Scholar_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62672,S Berger & C Wainwright Scholar_PS,Gift,GF62670,S Berger & C Wainwright Scholar_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62680,The Countess Moira Fdn Scholars_JZ,Gift,GF62680,The Countess Moira Fdn Scholars_JZ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,PG3700,Academic Support
62682,The Countess Moira Fdn Scholars_JZ,Gift,GF62680,The Countess Moira Fdn Scholars_JZ,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC55200,Program Administration - Jazz,PG3700,Academic Support
62690,Alvin Johnson Fellowship NSSR,Gift,GF62690,Alvin Johnson Fellowship NSSR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62692,Alvin Johnson Fellowship NSSR,Gift,GF62690,Alvin Johnson Fellowship NSSR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
62700,Cora Bush Michalis Scholarship_PS,Gift,GF62700,Cora Bush Michalis Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62702,Cora Bush Michalis Scholarship_PS,Gift,GF62700,Cora Bush Michalis Scholarship_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62710,R Shirk Memorial Schol_MA_,Gift,GF62710,R Shirk Memorial Schol_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45800,Administrative Office - Mannes Prep Division,null, 
62712,R Shirk Memorial Schol_MA_Pr e,Gift,GF62710,R Shirk Memorial Schol_MA_Pr e,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45800,Administrative Office - Mannes Prep Division,null, 
